# NFeII AlIII      CrII       FeII       MgI        MgII       MnII       SiII       SiIV       TiII       ZnII      
16.5000   2.96055    2.51008    2.50108    2.51446    2.53668    2.98507    2.51227    2.51370    2.50037    2.51221 
16.5500   2.96033    2.50963    2.50107    2.51460    2.53644    3.00508    2.51241    2.51376    2.49996    2.51211 
16.6000   2.95909    2.50951    2.50107    2.51472    2.53633    3.02336    2.51253    2.51380    2.49940    2.51096 
16.6500   2.95677    2.50809    2.50106    2.51485    2.53649    3.04136    2.51262    2.51383    2.49901    2.51158 
16.7000   2.95396    2.50904    2.50106    2.51497    2.53617    3.05746    2.51269    2.51386    2.49844    2.51017 
16.7500   2.95085    2.50882    2.50105    2.51509    2.53606    3.07189    2.51274    2.51389    2.49796    2.50968 
16.8000   2.94754    2.50858    2.50105    2.51521    2.53595    3.08374    2.51278    2.51392    2.49750    2.50902 
16.8500   2.94422    2.50846    2.50104    2.51531    2.53583    3.09469    2.51282    2.51395    2.49707    2.50831 
16.9000   2.94089    2.50744    2.50103    2.51540    2.54005    3.10305    2.51284    2.51397    2.49650    2.50606 
16.9500   2.93783    2.50829    2.50102    2.51548    2.53568    3.10861    2.51287    2.51400    2.49645    2.50639 
17.0000   2.93487    2.50826    2.50101    2.51555    2.53563    3.11239    2.51289    2.51403    2.49637    2.50532 
